,Player-Season,Season,Assists
2557,Rajon Rondo (2015-16),2015-16,19
2446,Chris Paul (2014-15),2014-15,12
2454,Chris Paul (2014-15),2014-15,13
2447,Chris Paul (2014-15),2014-15,13
2448,Chris Paul (2014-15),2014-15,14
2449,Chris Paul (2014-15),2014-15,10
2450,Chris Paul (2014-15),2014-15,9
2451,Chris Paul (2014-15),2014-15,16
2452,Chris Paul (2014-15),2014-15,12
2453,Chris Paul (2014-15),2014-15,13
2464,Chris Paul (2014-15),2014-15,6
2455,Chris Paul (2014-15),2014-15,9
2456,Chris Paul (2014-15),2014-15,9
2457,Chris Paul (2014-15),2014-15,8
2458,Chris Paul (2014-15),2014-15,6
2459,Chris Paul (2014-15),2014-15,7
2460,Chris Paul (2014-15),2014-15,6
2461,Chris Paul (2014-15),2014-15,8
2462,Chris Paul (2014-15),2014-15,12
2444,Chris Paul (2014-15),2014-15,12
2445,Chris Paul (2014-15),2014-15,14
2427,Chris Paul (2014-15),2014-15,10
2443,Chris Paul (2014-15),2014-15,11
2442,Chris Paul (2014-15),2014-15,15
2425,Chris Paul (2014-15),2014-15,9
2426,Chris Paul (2014-15),2014-15,14
2428,Chris Paul (2014-15),2014-15,15
2424,Chris Paul (2014-15),2014-15,6
2429,Chris Paul (2014-15),2014-15,9
2430,Chris Paul (2014-15),2014-15,17
2431,Chris Paul (2014-15),2014-15,9
2432,Chris Paul (2014-15),2014-15,10
2433,Chris Paul (2014-15),2014-15,7
2434,Chris Paul (2014-15),2014-15,16
2435,Chris Paul (2014-15),2014-15,11
2436,Chris Paul (2014-15),2014-15,15
2437,Chris Paul (2014-15),2014-15,11
2438,Chris Paul (2014-15),2014-15,8
2439,Chris Paul (2014-15),2014-15,5
2440,Chris Paul (2014-15),2014-15,7
2441,Chris Paul (2014-15),2014-15,9
2463,Chris Paul (2014-15),2014-15,17
2501,Chris Paul (2014-15),2014-15,12
2465,Chris Paul (2014-15),2014-15,9
2486,Chris Paul (2014-15),2014-15,10
2488,Chris Paul (2014-15),2014-15,10
2489,Chris Paul (2014-15),2014-15,8
2490,Chris Paul (2014-15),2014-15,10
2491,Chris Paul (2014-15),2014-15,7
2492,Chris Paul (2014-15),2014-15,7
2493,Chris Paul (2014-15),2014-15,15
2494,Chris Paul (2014-15),2014-15,5
2496,Chris Paul (2014-15),2014-15,9
2497,Chris Paul (2014-15),2014-15,7
2498,Chris Paul (2014-15),2014-15,9
2499,Chris Paul (2014-15),2014-15,9
2500,Chris Paul (2014-15),2014-15,11
2502,Chris Paul (2014-15),2014-15,12
2503,Chris Paul (2014-15),2014-15,11
2504,Chris Paul (2014-15),2014-15,10
2505,Chris Paul (2014-15),2014-15,7
2466,Chris Paul (2014-15),2014-15,14
2487,Chris Paul (2014-15),2014-15,16
2495,Chris Paul (2014-15),2014-15,12
2485,Chris Paul (2014-15),2014-15,15
2475,Chris Paul (2014-15),2014-15,8
2484,Chris Paul (2014-15),2014-15,6
2468,Chris Paul (2014-15),2014-15,9
2469,Chris Paul (2014-15),2014-15,13
2470,Chris Paul (2014-15),2014-15,11
2471,Chris Paul (2014-15),2014-15,10
2472,Chris Paul (2014-15),2014-15,12
2473,Chris Paul (2014-15),2014-15,8
2474,Chris Paul (2014-15),2014-15,8
2467,Chris Paul (2014-15),2014-15,10
2476,Chris Paul (2014-15),2014-15,4
2480,Chris Paul (2014-15),2014-15,15
2482,Chris Paul (2014-15),2014-15,8
2481,Chris Paul (2014-15),2014-15,9
2483,Chris Paul (2014-15),2014-15,7
2479,Chris Paul (2014-15),2014-15,9
2478,Chris Paul (2014-15),2014-15,9
2477,Chris Paul (2014-15),2014-15,7
2372,John Wall (2013-14),2013-14,14
2364,John Wall (2013-14),2013-14,9
2365,John Wall (2013-14),2013-14,16
2366,John Wall (2013-14),2013-14,9
2367,John Wall (2013-14),2013-14,7
2368,John Wall (2013-14),2013-14,9
2369,John Wall (2013-14),2013-14,12
2370,John Wall (2013-14),2013-14,12
2371,John Wall (2013-14),2013-14,7
2376,John Wall (2013-14),2013-14,9
2373,John Wall (2013-14),2013-14,5
2374,John Wall (2013-14),2013-14,4
2375,John Wall (2013-14),2013-14,10
2362,John Wall (2013-14),2013-14,13
2377,John Wall (2013-14),2013-14,5
2378,John Wall (2013-14),2013-14,15
2379,John Wall (2013-14),2013-14,11
2380,John Wall (2013-14),2013-14,5
2381,John Wall (2013-14),2013-14,4
2363,John Wall (2013-14),2013-14,10
2383,John Wall (2013-14),2013-14,10
2361,John Wall (2013-14),2013-14,8
2360,John Wall (2013-14),2013-14,4
2342,John Wall (2013-14),2013-14,9
2343,John Wall (2013-14),2013-14,13
2344,John Wall (2013-14),2013-14,8
2345,John Wall (2013-14),2013-14,12
2347,John Wall (2013-14),2013-14,6
2348,John Wall (2013-14),2013-14,9
2349,John Wall (2013-14),2013-14,10
2350,John Wall (2013-14),2013-14,6
2351,John Wall (2013-14),2013-14,6
2352,John Wall (2013-14),2013-14,8
2353,John Wall (2013-14),2013-14,6
2354,John Wall (2013-14),2013-14,5
2355,John Wall (2013-14),2013-14,14
2356,John Wall (2013-14),2013-14,14
2357,John Wall (2013-14),2013-14,8
2358,John Wall (2013-14),2013-14,6
2359,John Wall (2013-14),2013-14,11
2382,John Wall (2013-14),2013-14,12
2346,John Wall (2013-14),2013-14,11
2384,John Wall (2013-14),2013-14,5
2405,John Wall (2013-14),2013-14,8
2407,John Wall (2013-14),2013-14,12
2408,John Wall (2013-14),2013-14,9
2409,John Wall (2013-14),2013-14,6
2410,John Wall (2013-14),2013-14,9
2411,John Wall (2013-14),2013-14,7
2412,John Wall (2013-14),2013-14,2
2413,John Wall (2013-14),2013-14,10
2414,John Wall (2013-14),2013-14,16
2415,John Wall (2013-14),2013-14,12
2416,John Wall (2013-14),2013-14,3
2417,John Wall (2013-14),2013-14,10
2418,John Wall (2013-14),2013-14,8
2419,John Wall (2013-14),2013-14,14
2385,John Wall (2013-14),2013-14,6
2420,John Wall (2013-14),2013-14,9
2421,John Wall (2013-14),2013-14,9
2423,John Wall (2013-14),2013-14,11
2406,John Wall (2013-14),2013-14,13
2422,John Wall (2013-14),2013-14,6
2404,John Wall (2013-14),2013-14,8
2394,John Wall (2013-14),2013-14,6
2403,John Wall (2013-14),2013-14,11
2387,John Wall (2013-14),2013-14,9
2388,John Wall (2013-14),2013-14,7
2389,John Wall (2013-14),2013-14,10
2390,John Wall (2013-14),2013-14,3
2391,John Wall (2013-14),2013-14,6
2392,John Wall (2013-14),2013-14,8
2393,John Wall (2013-14),2013-14,10
2386,John Wall (2013-14),2013-14,11
2395,John Wall (2013-14),2013-14,5
2397,John Wall (2013-14),2013-14,11
2398,John Wall (2013-14),2013-14,7
2399,John Wall (2013-14),2013-14,9
2400,John Wall (2013-14),2013-14,6
2401,John Wall (2013-14),2013-14,8
2396,John Wall (2013-14),2013-14,7
2402,John Wall (2013-14),2013-14,12
2292,Greivis Vasquez (2012-13),2012-13,12
2285,Greivis Vasquez (2012-13),2012-13,13
2286,Greivis Vasquez (2012-13),2012-13,11
2287,Greivis Vasquez (2012-13),2012-13,8
2288,Greivis Vasquez (2012-13),2012-13,10
2289,Greivis Vasquez (2012-13),2012-13,8
2290,Greivis Vasquez (2012-13),2012-13,13
2291,Greivis Vasquez (2012-13),2012-13,6
2296,Greivis Vasquez (2012-13),2012-13,13
2293,Greivis Vasquez (2012-13),2012-13,12
2294,Greivis Vasquez (2012-13),2012-13,7
2295,Greivis Vasquez (2012-13),2012-13,9
2297,Greivis Vasquez (2012-13),2012-13,15
2298,Greivis Vasquez (2012-13),2012-13,11
2299,Greivis Vasquez (2012-13),2012-13,6
2300,Greivis Vasquez (2012-13),2012-13,11
2283,Greivis Vasquez (2012-13),2012-13,7
2301,Greivis Vasquez (2012-13),2012-13,11
2284,Greivis Vasquez (2012-13),2012-13,7
2274,Greivis Vasquez (2012-13),2012-13,9
2282,Greivis Vasquez (2012-13),2012-13,9
2270,Greivis Vasquez (2012-13),2012-13,9
2303,Greivis Vasquez (2012-13),2012-13,4
2264,Greivis Vasquez (2012-13),2012-13,4
2265,Greivis Vasquez (2012-13),2012-13,2
2266,Greivis Vasquez (2012-13),2012-13,11
2267,Greivis Vasquez (2012-13),2012-13,7
2268,Greivis Vasquez (2012-13),2012-13,9
2269,Greivis Vasquez (2012-13),2012-13,9
2271,Greivis Vasquez (2012-13),2012-13,4
2281,Greivis Vasquez (2012-13),2012-13,8
2272,Greivis Vasquez (2012-13),2012-13,9
2275,Greivis Vasquez (2012-13),2012-13,5
2276,Greivis Vasquez (2012-13),2012-13,9
2277,Greivis Vasquez (2012-13),2012-13,14
2278,Greivis Vasquez (2012-13),2012-13,5
2279,Greivis Vasquez (2012-13),2012-13,8
2280,Greivis Vasquez (2012-13),2012-13,12
2302,Greivis Vasquez (2012-13),2012-13,15
2273,Greivis Vasquez (2012-13),2012-13,6
2304,Greivis Vasquez (2012-13),2012-13,9
2333,Greivis Vasquez (2012-13),2012-13,6
2326,Greivis Vasquez (2012-13),2012-13,9
2327,Greivis Vasquez (2012-13),2012-13,7
2328,Greivis Vasquez (2012-13),2012-13,8
2329,Greivis Vasquez (2012-13),2012-13,10
2330,Greivis Vasquez (2012-13),2012-13,6
2331,Greivis Vasquez (2012-13),2012-13,14
2332,Greivis Vasquez (2012-13),2012-13,8
2334,Greivis Vasquez (2012-13),2012-13,11
2324,Greivis Vasquez (2012-13),2012-13,8
2335,Greivis Vasquez (2012-13),2012-13,7
2336,Greivis Vasquez (2012-13),2012-13,9
2305,Greivis Vasquez (2012-13),2012-13,6
2338,Greivis Vasquez (2012-13),2012-13,7
2339,Greivis Vasquez (2012-13),2012-13,6
2340,Greivis Vasquez (2012-13),2012-13,10
2341,Greivis Vasquez (2012-13),2012-13,13
2325,Greivis Vasquez (2012-13),2012-13,9
2337,Greivis Vasquez (2012-13),2012-13,8
2323,Greivis Vasquez (2012-13),2012-13,7
2314,Greivis Vasquez (2012-13),2012-13,8
2322,Greivis Vasquez (2012-13),2012-13,5
2306,Greivis Vasquez (2012-13),2012-13,13
2307,Greivis Vasquez (2012-13),2012-13,11
2309,Greivis Vasquez (2012-13),2012-13,9
2310,Greivis Vasquez (2012-13),2012-13,14
2311,Greivis Vasquez (2012-13),2012-13,10
2312,Greivis Vasquez (2012-13),2012-13,8
2313,Greivis Vasquez (2012-13),2012-13,14
2308,Greivis Vasquez (2012-13),2012-13,11
2316,Greivis Vasquez (2012-13),2012-13,4
2317,Greivis Vasquez (2012-13),2012-13,10
2318,Greivis Vasquez (2012-13),2012-13,11
2319,Greivis Vasquez (2012-13),2012-13,11
2320,Greivis Vasquez (2012-13),2012-13,16
2315,Greivis Vasquez (2012-13),2012-13,8
2321,Greivis Vasquez (2012-13),2012-13,5
2231,Steve Nash (2011-12),2011-12,6
2224,Steve Nash (2011-12),2011-12,17
2219,Steve Nash (2011-12),2011-12,13
2220,Steve Nash (2011-12),2011-12,17
2221,Steve Nash (2011-12),2011-12,2
2222,Steve Nash (2011-12),2011-12,10
2223,Steve Nash (2011-12),2011-12,11
2227,Steve Nash (2011-12),2011-12,15
2225,Steve Nash (2011-12),2011-12,16
2226,Steve Nash (2011-12),2011-12,10
2228,Steve Nash (2011-12),2011-12,11
2229,Steve Nash (2011-12),2011-12,13
2230,Steve Nash (2011-12),2011-12,7
2217,Steve Nash (2011-12),2011-12,15
2218,Steve Nash (2011-12),2011-12,8
2208,Steve Nash (2011-12),2011-12,0
2216,Steve Nash (2011-12),2011-12,14
2215,Steve Nash (2011-12),2011-12,11
2214,Steve Nash (2011-12),2011-12,9
2213,Steve Nash (2011-12),2011-12,11
2212,Steve Nash (2011-12),2011-12,11
2211,Steve Nash (2011-12),2011-12,6
2210,Steve Nash (2011-12),2011-12,10
2209,Steve Nash (2011-12),2011-12,10
2207,Steve Nash (2011-12),2011-12,13
2206,Steve Nash (2011-12),2011-12,5
2205,Steve Nash (2011-12),2011-12,6
2204,Steve Nash (2011-12),2011-12,13
2203,Steve Nash (2011-12),2011-12,11
2202,Steve Nash (2011-12),2011-12,7
2232,Steve Nash (2011-12),2011-12,17
2233,Steve Nash (2011-12),2011-12,9
2234,Steve Nash (2011-12),2011-12,11
2250,Steve Nash (2011-12),2011-12,9
2235,Steve Nash (2011-12),2011-12,14
2263,Steve Nash (2011-12),2011-12,12
2262,Steve Nash (2011-12),2011-12,1
2261,Steve Nash (2011-12),2011-12,12
2260,Steve Nash (2011-12),2011-12,6
2259,Steve Nash (2011-12),2011-12,9
2257,Steve Nash (2011-12),2011-12,9
2256,Steve Nash (2011-12),2011-12,17
2255,Steve Nash (2011-12),2011-12,8
2254,Steve Nash (2011-12),2011-12,15
2253,Steve Nash (2011-12),2011-12,10
2252,Steve Nash (2011-12),2011-12,9
2251,Steve Nash (2011-12),2011-12,11
2258,Steve Nash (2011-12),2011-12,12
2249,Steve Nash (2011-12),2011-12,12
2241,Steve Nash (2011-12),2011-12,11
2236,Steve Nash (2011-12),2011-12,17
2248,Steve Nash (2011-12),2011-12,14
2237,Steve Nash (2011-12),2011-12,16
2238,Steve Nash (2011-12),2011-12,14
2240,Steve Nash (2011-12),2011-12,13
2239,Steve Nash (2011-12),2011-12,15
2242,Steve Nash (2011-12),2011-12,11
2243,Steve Nash (2011-12),2011-12,10
2244,Steve Nash (2011-12),2011-12,9
2245,Steve Nash (2011-12),2011-12,10
2246,Steve Nash (2011-12),2011-12,6
2247,Steve Nash (2011-12),2011-12,7
2147,Steve Nash (2010-11),2010-11,13
2154,Steve Nash (2010-11),2010-11,11
2148,Steve Nash (2010-11),2010-11,11
2149,Steve Nash (2010-11),2010-11,10
2150,Steve Nash (2010-11),2010-11,14
2151,Steve Nash (2010-11),2010-11,14
2152,Steve Nash (2010-11),2010-11,18
2153,Steve Nash (2010-11),2010-11,10
2160,Steve Nash (2010-11),2010-11,15
2155,Steve Nash (2010-11),2010-11,15
2156,Steve Nash (2010-11),2010-11,8
2157,Steve Nash (2010-11),2010-11,13
2158,Steve Nash (2010-11),2010-11,15
2159,Steve Nash (2010-11),2010-11,10
2161,Steve Nash (2010-11),2010-11,9
2162,Steve Nash (2010-11),2010-11,8
2145,Steve Nash (2010-11),2010-11,7
2146,Steve Nash (2010-11),2010-11,15
2130,Steve Nash (2010-11),2010-11,9
2144,Steve Nash (2010-11),2010-11,13
2134,Steve Nash (2010-11),2010-11,10
2164,Steve Nash (2010-11),2010-11,15
2127,Steve Nash (2010-11),2010-11,10
2128,Steve Nash (2010-11),2010-11,16
2129,Steve Nash (2010-11),2010-11,9
2131,Steve Nash (2010-11),2010-11,16
2132,Steve Nash (2010-11),2010-11,9
2133,Steve Nash (2010-11),2010-11,14
2135,Steve Nash (2010-11),2010-11,8
2143,Steve Nash (2010-11),2010-11,14
2136,Steve Nash (2010-11),2010-11,8
2137,Steve Nash (2010-11),2010-11,20
2138,Steve Nash (2010-11),2010-11,13
2139,Steve Nash (2010-11),2010-11,10
2140,Steve Nash (2010-11),2010-11,10
2141,Steve Nash (2010-11),2010-11,7
2142,Steve Nash (2010-11),2010-11,14
2163,Steve Nash (2010-11),2010-11,14
2195,Steve Nash (2010-11),2010-11,11
2165,Steve Nash (2010-11),2010-11,11
2184,Steve Nash (2010-11),2010-11,17
2186,Steve Nash (2010-11),2010-11,16
2187,Steve Nash (2010-11),2010-11,11
2188,Steve Nash (2010-11),2010-11,10
2189,Steve Nash (2010-11),2010-11,16
2190,Steve Nash (2010-11),2010-11,9
2191,Steve Nash (2010-11),2010-11,2
2192,Steve Nash (2010-11),2010-11,7
2193,Steve Nash (2010-11),2010-11,13
2194,Steve Nash (2010-11),2010-11,14
2196,Steve Nash (2010-11),2010-11,15
2197,Steve Nash (2010-11),2010-11,9
2198,Steve Nash (2010-11),2010-11,7
2199,Steve Nash (2010-11),2010-11,9
2200,Steve Nash (2010-11),2010-11,5
2201,Steve Nash (2010-11),2010-11,6
2185,Steve Nash (2010-11),2010-11,11
2166,Steve Nash (2010-11),2010-11,13
2183,Steve Nash (2010-11),2010-11,15
2174,Steve Nash (2010-11),2010-11,15
2182,Steve Nash (2010-11),2010-11,7
2167,Steve Nash (2010-11),2010-11,16
2168,Steve Nash (2010-11),2010-11,7
2169,Steve Nash (2010-11),2010-11,17
2170,Steve Nash (2010-11),2010-11,9
2171,Steve Nash (2010-11),2010-11,10
2173,Steve Nash (2010-11),2010-11,2
2172,Steve Nash (2010-11),2010-11,12
2175,Steve Nash (2010-11),2010-11,15
2176,Steve Nash (2010-11),2010-11,18
2177,Steve Nash (2010-11),2010-11,10
2178,Steve Nash (2010-11),2010-11,10
2179,Steve Nash (2010-11),2010-11,1
2180,Steve Nash (2010-11),2010-11,19
2181,Steve Nash (2010-11),2010-11,5
2068,Steve Nash (2009-10),2009-10,11
2075,Steve Nash (2009-10),2009-10,10
2069,Steve Nash (2009-10),2009-10,13
2070,Steve Nash (2009-10),2009-10,17
2071,Steve Nash (2009-10),2009-10,6
2072,Steve Nash (2009-10),2009-10,12
2073,Steve Nash (2009-10),2009-10,16
2074,Steve Nash (2009-10),2009-10,11
2083,Steve Nash (2009-10),2009-10,7
2076,Steve Nash (2009-10),2009-10,10
2077,Steve Nash (2009-10),2009-10,12
2078,Steve Nash (2009-10),2009-10,16
2079,Steve Nash (2009-10),2009-10,11
2080,Steve Nash (2009-10),2009-10,9
2081,Steve Nash (2009-10),2009-10,15
2082,Steve Nash (2009-10),2009-10,6
2066,Steve Nash (2009-10),2009-10,10
2084,Steve Nash (2009-10),2009-10,15
2067,Steve Nash (2009-10),2009-10,11
2057,Steve Nash (2009-10),2009-10,12
2065,Steve Nash (2009-10),2009-10,13
2064,Steve Nash (2009-10),2009-10,15
2046,Steve Nash (2009-10),2009-10,11
2047,Steve Nash (2009-10),2009-10,10
2086,Steve Nash (2009-10),2009-10,5
2049,Steve Nash (2009-10),2009-10,12
2050,Steve Nash (2009-10),2009-10,12
2051,Steve Nash (2009-10),2009-10,5
2052,Steve Nash (2009-10),2009-10,7
2053,Steve Nash (2009-10),2009-10,14
2054,Steve Nash (2009-10),2009-10,10
2055,Steve Nash (2009-10),2009-10,11
2056,Steve Nash (2009-10),2009-10,9
2058,Steve Nash (2009-10),2009-10,8
2059,Steve Nash (2009-10),2009-10,10
2060,Steve Nash (2009-10),2009-10,14
2061,Steve Nash (2009-10),2009-10,12
2062,Steve Nash (2009-10),2009-10,8
2063,Steve Nash (2009-10),2009-10,5
2048,Steve Nash (2009-10),2009-10,11
2085,Steve Nash (2009-10),2009-10,12
2087,Steve Nash (2009-10),2009-10,11
2108,Steve Nash (2009-10),2009-10,5
2110,Steve Nash (2009-10),2009-10,16
2111,Steve Nash (2009-10),2009-10,11
2112,Steve Nash (2009-10),2009-10,16
2113,Steve Nash (2009-10),2009-10,9
2114,Steve Nash (2009-10),2009-10,10
2115,Steve Nash (2009-10),2009-10,16
2116,Steve Nash (2009-10),2009-10,9
2117,Steve Nash (2009-10),2009-10,5
2118,Steve Nash (2009-10),2009-10,10
2119,Steve Nash (2009-10),2009-10,20
2120,Steve Nash (2009-10),2009-10,17
2121,Steve Nash (2009-10),2009-10,12
2122,Steve Nash (2009-10),2009-10,4
2123,Steve Nash (2009-10),2009-10,8
2124,Steve Nash (2009-10),2009-10,14
2125,Steve Nash (2009-10),2009-10,20
2088,Steve Nash (2009-10),2009-10,9
2109,Steve Nash (2009-10),2009-10,8
2126,Steve Nash (2009-10),2009-10,8
2107,Steve Nash (2009-10),2009-10,6
2097,Steve Nash (2009-10),2009-10,8
2089,Steve Nash (2009-10),2009-10,11
2090,Steve Nash (2009-10),2009-10,12
2091,Steve Nash (2009-10),2009-10,12
2092,Steve Nash (2009-10),2009-10,12
2093,Steve Nash (2009-10),2009-10,13
2095,Steve Nash (2009-10),2009-10,13
2096,Steve Nash (2009-10),2009-10,9
2094,Steve Nash (2009-10),2009-10,8
2098,Steve Nash (2009-10),2009-10,12
2102,Steve Nash (2009-10),2009-10,13
2099,Steve Nash (2009-10),2009-10,10
2104,Steve Nash (2009-10),2009-10,18
2103,Steve Nash (2009-10),2009-10,7
2105,Steve Nash (2009-10),2009-10,8
2101,Steve Nash (2009-10),2009-10,13
2100,Steve Nash (2009-10),2009-10,15
2106,Steve Nash (2009-10),2009-10,10
1996,Chris Paul (2008-09),2008-09,7
1989,Chris Paul (2008-09),2008-09,14
1990,Chris Paul (2008-09),2008-09,15
1991,Chris Paul (2008-09),2008-09,12
1992,Chris Paul (2008-09),2008-09,9
1993,Chris Paul (2008-09),2008-09,20
1994,Chris Paul (2008-09),2008-09,13
1995,Chris Paul (2008-09),2008-09,13
2005,Chris Paul (2008-09),2008-09,15
1997,Chris Paul (2008-09),2008-09,16
1998,Chris Paul (2008-09),2008-09,10
1999,Chris Paul (2008-09),2008-09,8
2000,Chris Paul (2008-09),2008-09,5
2001,Chris Paul (2008-09),2008-09,13
2002,Chris Paul (2008-09),2008-09,4
2003,Chris Paul (2008-09),2008-09,8
2004,Chris Paul (2008-09),2008-09,10
1987,Chris Paul (2008-09),2008-09,13
1988,Chris Paul (2008-09),2008-09,10
1978,Chris Paul (2008-09),2008-09,9
1986,Chris Paul (2008-09),2008-09,9
1975,Chris Paul (2008-09),2008-09,9
2007,Chris Paul (2008-09),2008-09,8
1969,Chris Paul (2008-09),2008-09,7
1970,Chris Paul (2008-09),2008-09,17
1971,Chris Paul (2008-09),2008-09,7
1972,Chris Paul (2008-09),2008-09,16
1968,Chris Paul (2008-09),2008-09,14
1974,Chris Paul (2008-09),2008-09,12
1976,Chris Paul (2008-09),2008-09,14
1985,Chris Paul (2008-09),2008-09,6
1977,Chris Paul (2008-09),2008-09,15
1979,Chris Paul (2008-09),2008-09,10
1980,Chris Paul (2008-09),2008-09,13
1981,Chris Paul (2008-09),2008-09,8
1982,Chris Paul (2008-09),2008-09,9
1983,Chris Paul (2008-09),2008-09,10
1984,Chris Paul (2008-09),2008-09,11
2006,Chris Paul (2008-09),2008-09,12
1973,Chris Paul (2008-09),2008-09,9
2008,Chris Paul (2008-09),2008-09,9
2038,Chris Paul (2008-09),2008-09,9
2030,Chris Paul (2008-09),2008-09,15
2031,Chris Paul (2008-09),2008-09,6
2032,Chris Paul (2008-09),2008-09,10
2033,Chris Paul (2008-09),2008-09,17
2034,Chris Paul (2008-09),2008-09,16
2035,Chris Paul (2008-09),2008-09,6
2037,Chris Paul (2008-09),2008-09,12
2039,Chris Paul (2008-09),2008-09,13
2028,Chris Paul (2008-09),2008-09,15
2040,Chris Paul (2008-09),2008-09,13
2041,Chris Paul (2008-09),2008-09,10
2042,Chris Paul (2008-09),2008-09,11
2043,Chris Paul (2008-09),2008-09,15
2044,Chris Paul (2008-09),2008-09,10
2045,Chris Paul (2008-09),2008-09,11
2009,Chris Paul (2008-09),2008-09,14
2029,Chris Paul (2008-09),2008-09,11
2036,Chris Paul (2008-09),2008-09,15
2027,Chris Paul (2008-09),2008-09,14
2018,Chris Paul (2008-09),2008-09,16
2026,Chris Paul (2008-09),2008-09,12
2011,Chris Paul (2008-09),2008-09,11
2012,Chris Paul (2008-09),2008-09,7
2013,Chris Paul (2008-09),2008-09,7
2014,Chris Paul (2008-09),2008-09,7
2015,Chris Paul (2008-09),2008-09,15
2016,Chris Paul (2008-09),2008-09,11
2017,Chris Paul (2008-09),2008-09,11
2010,Chris Paul (2008-09),2008-09,6
2019,Chris Paul (2008-09),2008-09,12
2020,Chris Paul (2008-09),2008-09,10
2021,Chris Paul (2008-09),2008-09,4
2022,Chris Paul (2008-09),2008-09,10
2023,Chris Paul (2008-09),2008-09,9
2024,Chris Paul (2008-09),2008-09,12
2025,Chris Paul (2008-09),2008-09,9
1918,Chris Paul (2007-08),2007-08,11
1910,Chris Paul (2007-08),2007-08,18
1911,Chris Paul (2007-08),2007-08,8
1912,Chris Paul (2007-08),2007-08,8
1913,Chris Paul (2007-08),2007-08,16
1914,Chris Paul (2007-08),2007-08,15
1915,Chris Paul (2007-08),2007-08,8
1916,Chris Paul (2007-08),2007-08,4
1917,Chris Paul (2007-08),2007-08,11
1921,Chris Paul (2007-08),2007-08,16
1919,Chris Paul (2007-08),2007-08,10
1920,Chris Paul (2007-08),2007-08,14
1908,Chris Paul (2007-08),2007-08,11
1922,Chris Paul (2007-08),2007-08,9
1923,Chris Paul (2007-08),2007-08,6
1924,Chris Paul (2007-08),2007-08,19
1925,Chris Paul (2007-08),2007-08,12
1926,Chris Paul (2007-08),2007-08,17
1909,Chris Paul (2007-08),2007-08,16
1888,Chris Paul (2007-08),2007-08,10
1907,Chris Paul (2007-08),2007-08,17
1906,Chris Paul (2007-08),2007-08,17
1928,Chris Paul (2007-08),2007-08,14
1890,Chris Paul (2007-08),2007-08,12
1891,Chris Paul (2007-08),2007-08,17
1892,Chris Paul (2007-08),2007-08,16
1893,Chris Paul (2007-08),2007-08,9
1894,Chris Paul (2007-08),2007-08,13
1895,Chris Paul (2007-08),2007-08,15
1896,Chris Paul (2007-08),2007-08,10
1897,Chris Paul (2007-08),2007-08,12
1898,Chris Paul (2007-08),2007-08,16
1899,Chris Paul (2007-08),2007-08,10
1900,Chris Paul (2007-08),2007-08,20
1901,Chris Paul (2007-08),2007-08,14
1902,Chris Paul (2007-08),2007-08,7
1903,Chris Paul (2007-08),2007-08,10
1904,Chris Paul (2007-08),2007-08,13
1905,Chris Paul (2007-08),2007-08,14
1927,Chris Paul (2007-08),2007-08,11
1889,Chris Paul (2007-08),2007-08,12
1929,Chris Paul (2007-08),2007-08,10
1949,Chris Paul (2007-08),2007-08,10
1951,Chris Paul (2007-08),2007-08,7
1952,Chris Paul (2007-08),2007-08,12
1953,Chris Paul (2007-08),2007-08,4
1954,Chris Paul (2007-08),2007-08,11
1955,Chris Paul (2007-08),2007-08,10
1956,Chris Paul (2007-08),2007-08,6
1958,Chris Paul (2007-08),2007-08,13
1959,Chris Paul (2007-08),2007-08,10
1960,Chris Paul (2007-08),2007-08,7
1961,Chris Paul (2007-08),2007-08,9
1962,Chris Paul (2007-08),2007-08,7
1963,Chris Paul (2007-08),2007-08,12
1964,Chris Paul (2007-08),2007-08,21
1965,Chris Paul (2007-08),2007-08,11
1966,Chris Paul (2007-08),2007-08,6
1930,Chris Paul (2007-08),2007-08,10
1967,Chris Paul (2007-08),2007-08,12
1950,Chris Paul (2007-08),2007-08,9
1957,Chris Paul (2007-08),2007-08,10
1948,Chris Paul (2007-08),2007-08,12
1939,Chris Paul (2007-08),2007-08,16
1947,Chris Paul (2007-08),2007-08,3
1932,Chris Paul (2007-08),2007-08,11
1933,Chris Paul (2007-08),2007-08,11
1934,Chris Paul (2007-08),2007-08,16
1935,Chris Paul (2007-08),2007-08,5
1936,Chris Paul (2007-08),2007-08,10
1937,Chris Paul (2007-08),2007-08,13
1938,Chris Paul (2007-08),2007-08,13
1931,Chris Paul (2007-08),2007-08,13
1940,Chris Paul (2007-08),2007-08,9
1942,Chris Paul (2007-08),2007-08,9
1943,Chris Paul (2007-08),2007-08,15
1944,Chris Paul (2007-08),2007-08,15
1945,Chris Paul (2007-08),2007-08,8
1946,Chris Paul (2007-08),2007-08,10
1941,Chris Paul (2007-08),2007-08,11
1840,Steve Nash (2006-07),2006-07,13
1833,Steve Nash (2006-07),2006-07,11
1834,Steve Nash (2006-07),2006-07,10
1835,Steve Nash (2006-07),2006-07,7
1836,Steve Nash (2006-07),2006-07,9
1837,Steve Nash (2006-07),2006-07,11
1838,Steve Nash (2006-07),2006-07,13
1839,Steve Nash (2006-07),2006-07,15
1844,Steve Nash (2006-07),2006-07,11
1841,Steve Nash (2006-07),2006-07,12
1842,Steve Nash (2006-07),2006-07,7
1843,Steve Nash (2006-07),2006-07,10
1845,Steve Nash (2006-07),2006-07,18
