,Player-Season,Season,Assists
418,John Stockton (1988-89),1988-89,15
398,John Stockton (1988-89),1988-89,20
416,John Stockton (1988-89),1988-89,12
415,John Stockton (1988-89),1988-89,15
438,John Stockton (1988-89),1988-89,18
399,John Stockton (1988-89),1988-89,11
400,John Stockton (1988-89),1988-89,16
401,John Stockton (1988-89),1988-89,13
397,John Stockton (1988-89),1988-89,10
403,John Stockton (1988-89),1988-89,19
404,John Stockton (1988-89),1988-89,14
405,John Stockton (1988-89),1988-89,11
406,John Stockton (1988-89),1988-89,16
407,John Stockton (1988-89),1988-89,18
408,John Stockton (1988-89),1988-89,13
409,John Stockton (1988-89),1988-89,12
410,John Stockton (1988-89),1988-89,12
411,John Stockton (1988-89),1988-89,15
412,John Stockton (1988-89),1988-89,12
413,John Stockton (1988-89),1988-89,14
414,John Stockton (1988-89),1988-89,10
437,John Stockton (1988-89),1988-89,13
402,John Stockton (1988-89),1988-89,11
439,John Stockton (1988-89),1988-89,16
460,John Stockton (1988-89),1988-89,13
462,John Stockton (1988-89),1988-89,20
463,John Stockton (1988-89),1988-89,13
464,John Stockton (1988-89),1988-89,11
465,John Stockton (1988-89),1988-89,5
466,John Stockton (1988-89),1988-89,17
467,John Stockton (1988-89),1988-89,15
468,John Stockton (1988-89),1988-89,16
469,John Stockton (1988-89),1988-89,17
470,John Stockton (1988-89),1988-89,12
471,John Stockton (1988-89),1988-89,15
472,John Stockton (1988-89),1988-89,21
473,John Stockton (1988-89),1988-89,12
474,John Stockton (1988-89),1988-89,13
475,John Stockton (1988-89),1988-89,3
476,John Stockton (1988-89),1988-89,16
477,John Stockton (1988-89),1988-89,14
478,John Stockton (1988-89),1988-89,14
461,John Stockton (1988-89),1988-89,9
440,John Stockton (1988-89),1988-89,14
459,John Stockton (1988-89),1988-89,14
449,John Stockton (1988-89),1988-89,24
458,John Stockton (1988-89),1988-89,16
441,John Stockton (1988-89),1988-89,10
442,John Stockton (1988-89),1988-89,18
443,John Stockton (1988-89),1988-89,15
444,John Stockton (1988-89),1988-89,16
446,John Stockton (1988-89),1988-89,10
447,John Stockton (1988-89),1988-89,12
448,John Stockton (1988-89),1988-89,19
445,John Stockton (1988-89),1988-89,9
450,John Stockton (1988-89),1988-89,13
452,John Stockton (1988-89),1988-89,8
457,John Stockton (1988-89),1988-89,11
453,John Stockton (1988-89),1988-89,9
454,John Stockton (1988-89),1988-89,16
455,John Stockton (1988-89),1988-89,17
456,John Stockton (1988-89),1988-89,16
451,John Stockton (1988-89),1988-89,14
340,John Stockton (1987-88),1987-88,16
342,John Stockton (1987-88),1987-88,12
341,John Stockton (1987-88),1987-88,15
336,John Stockton (1987-88),1987-88,14
339,John Stockton (1987-88),1987-88,9
338,John Stockton (1987-88),1987-88,11
337,John Stockton (1987-88),1987-88,16
344,John Stockton (1987-88),1987-88,15
343,John Stockton (1987-88),1987-88,19
353,John Stockton (1987-88),1987-88,17
345,John Stockton (1987-88),1987-88,16
346,John Stockton (1987-88),1987-88,21
347,John Stockton (1987-88),1987-88,21
348,John Stockton (1987-88),1987-88,11
349,John Stockton (1987-88),1987-88,16
350,John Stockton (1987-88),1987-88,12
351,John Stockton (1987-88),1987-88,16
352,John Stockton (1987-88),1987-88,14
334,John Stockton (1987-88),1987-88,17
335,John Stockton (1987-88),1987-88,20
325,John Stockton (1987-88),1987-88,17
333,John Stockton (1987-88),1987-88,15
332,John Stockton (1987-88),1987-88,16
355,John Stockton (1987-88),1987-88,15
315,John Stockton (1987-88),1987-88,18
316,John Stockton (1987-88),1987-88,15
317,John Stockton (1987-88),1987-88,21
318,John Stockton (1987-88),1987-88,18
319,John Stockton (1987-88),1987-88,16
320,John Stockton (1987-88),1987-88,26
321,John Stockton (1987-88),1987-88,20
322,John Stockton (1987-88),1987-88,16
323,John Stockton (1987-88),1987-88,9
324,John Stockton (1987-88),1987-88,18
326,John Stockton (1987-88),1987-88,16
327,John Stockton (1987-88),1987-88,19
328,John Stockton (1987-88),1987-88,18
329,John Stockton (1987-88),1987-88,18
330,John Stockton (1987-88),1987-88,19
331,John Stockton (1987-88),1987-88,21
354,John Stockton (1987-88),1987-88,10
356,John Stockton (1987-88),1987-88,19
396,John Stockton (1987-88),1987-88,8
377,John Stockton (1987-88),1987-88,15
379,John Stockton (1987-88),1987-88,9
380,John Stockton (1987-88),1987-88,10
381,John Stockton (1987-88),1987-88,16
382,John Stockton (1987-88),1987-88,12
383,John Stockton (1987-88),1987-88,11
384,John Stockton (1987-88),1987-88,16
386,John Stockton (1987-88),1987-88,5
387,John Stockton (1987-88),1987-88,7
388,John Stockton (1987-88),1987-88,9
389,John Stockton (1987-88),1987-88,9
390,John Stockton (1987-88),1987-88,15
391,John Stockton (1987-88),1987-88,7
392,John Stockton (1987-88),1987-88,12
393,John Stockton (1987-88),1987-88,14
394,John Stockton (1987-88),1987-88,5
395,John Stockton (1987-88),1987-88,5
357,John Stockton (1987-88),1987-88,7
378,John Stockton (1987-88),1987-88,4
385,John Stockton (1987-88),1987-88,16
376,John Stockton (1987-88),1987-88,11
366,John Stockton (1987-88),1987-88,7
375,John Stockton (1987-88),1987-88,7
359,John Stockton (1987-88),1987-88,13
360,John Stockton (1987-88),1987-88,14
361,John Stockton (1987-88),1987-88,11
362,John Stockton (1987-88),1987-88,8
363,John Stockton (1987-88),1987-88,12
364,John Stockton (1987-88),1987-88,9
365,John Stockton (1987-88),1987-88,18
358,John Stockton (1987-88),1987-88,11
367,John Stockton (1987-88),1987-88,11
371,John Stockton (1987-88),1987-88,15
368,John Stockton (1987-88),1987-88,19
373,John Stockton (1987-88),1987-88,16
372,John Stockton (1987-88),1987-88,5
374,John Stockton (1987-88),1987-88,15
370,John Stockton (1987-88),1987-88,8
369,John Stockton (1987-88),1987-88,18
265,Magic Johnson (1986-87),1986-87,10
258,Magic Johnson (1986-87),1986-87,17
259,Magic Johnson (1986-87),1986-87,14
260,Magic Johnson (1986-87),1986-87,15
261,Magic Johnson (1986-87),1986-87,18
257,Magic Johnson (1986-87),1986-87,19
262,Magic Johnson (1986-87),1986-87,16
263,Magic Johnson (1986-87),1986-87,16
264,Magic Johnson (1986-87),1986-87,10
269,Magic Johnson (1986-87),1986-87,17
266,Magic Johnson (1986-87),1986-87,7
267,Magic Johnson (1986-87),1986-87,13
268,Magic Johnson (1986-87),1986-87,10
270,Magic Johnson (1986-87),1986-87,8
271,Magic Johnson (1986-87),1986-87,19
272,Magic Johnson (1986-87),1986-87,11
273,Magic Johnson (1986-87),1986-87,11
255,Magic Johnson (1986-87),1986-87,15
256,Magic Johnson (1986-87),1986-87,17
275,Magic Johnson (1986-87),1986-87,11
254,Magic Johnson (1986-87),1986-87,20
253,Magic Johnson (1986-87),1986-87,16
236,Magic Johnson (1986-87),1986-87,6
237,Magic Johnson (1986-87),1986-87,8
238,Magic Johnson (1986-87),1986-87,19
239,Magic Johnson (1986-87),1986-87,13
235,Magic Johnson (1986-87),1986-87,7
241,Magic Johnson (1986-87),1986-87,16
242,Magic Johnson (1986-87),1986-87,10
243,Magic Johnson (1986-87),1986-87,11
244,Magic Johnson (1986-87),1986-87,13
245,Magic Johnson (1986-87),1986-87,13
246,Magic Johnson (1986-87),1986-87,13
247,Magic Johnson (1986-87),1986-87,15
248,Magic Johnson (1986-87),1986-87,1
249,Magic Johnson (1986-87),1986-87,19
250,Magic Johnson (1986-87),1986-87,11
251,Magic Johnson (1986-87),1986-87,19
252,Magic Johnson (1986-87),1986-87,10
274,Magic Johnson (1986-87),1986-87,12
240,Magic Johnson (1986-87),1986-87,11
276,Magic Johnson (1986-87),1986-87,9
296,Magic Johnson (1986-87),1986-87,4
298,Magic Johnson (1986-87),1986-87,13
299,Magic Johnson (1986-87),1986-87,10
300,Magic Johnson (1986-87),1986-87,6
301,Magic Johnson (1986-87),1986-87,13
302,Magic Johnson (1986-87),1986-87,9
303,Magic Johnson (1986-87),1986-87,14
304,Magic Johnson (1986-87),1986-87,8
305,Magic Johnson (1986-87),1986-87,10
306,Magic Johnson (1986-87),1986-87,10
307,Magic Johnson (1986-87),1986-87,13
308,Magic Johnson (1986-87),1986-87,9
309,Magic Johnson (1986-87),1986-87,12
310,Magic Johnson (1986-87),1986-87,10
311,Magic Johnson (1986-87),1986-87,15
312,Magic Johnson (1986-87),1986-87,18
314,Magic Johnson (1986-87),1986-87,10
277,Magic Johnson (1986-87),1986-87,7
297,Magic Johnson (1986-87),1986-87,15
313,Magic Johnson (1986-87),1986-87,10
295,Magic Johnson (1986-87),1986-87,8
285,Magic Johnson (1986-87),1986-87,14
294,Magic Johnson (1986-87),1986-87,9
278,Magic Johnson (1986-87),1986-87,10
280,Magic Johnson (1986-87),1986-87,9
281,Magic Johnson (1986-87),1986-87,7
282,Magic Johnson (1986-87),1986-87,9
283,Magic Johnson (1986-87),1986-87,12
284,Magic Johnson (1986-87),1986-87,11
279,Magic Johnson (1986-87),1986-87,12
286,Magic Johnson (1986-87),1986-87,18
288,Magic Johnson (1986-87),1986-87,15
289,Magic Johnson (1986-87),1986-87,9
290,Magic Johnson (1986-87),1986-87,16
291,Magic Johnson (1986-87),1986-87,15
292,Magic Johnson (1986-87),1986-87,18
287,Magic Johnson (1986-87),1986-87,9
293,Magic Johnson (1986-87),1986-87,14
188,Magic Johnson (1985-86),1985-86,5
182,Magic Johnson (1985-86),1985-86,14
183,Magic Johnson (1985-86),1985-86,8
184,Magic Johnson (1985-86),1985-86,16
185,Magic Johnson (1985-86),1985-86,9
186,Magic Johnson (1985-86),1985-86,12
187,Magic Johnson (1985-86),1985-86,9
192,Magic Johnson (1985-86),1985-86,12
189,Magic Johnson (1985-86),1985-86,11
190,Magic Johnson (1985-86),1985-86,10
191,Magic Johnson (1985-86),1985-86,10
193,Magic Johnson (1985-86),1985-86,16
194,Magic Johnson (1985-86),1985-86,11
195,Magic Johnson (1985-86),1985-86,10
180,Magic Johnson (1985-86),1985-86,9
196,Magic Johnson (1985-86),1985-86,9
181,Magic Johnson (1985-86),1985-86,17
171,Magic Johnson (1985-86),1985-86,19
179,Magic Johnson (1985-86),1985-86,16
178,Magic Johnson (1985-86),1985-86,13
199,Magic Johnson (1985-86),1985-86,14
163,Magic Johnson (1985-86),1985-86,8
164,Magic Johnson (1985-86),1985-86,16
165,Magic Johnson (1985-86),1985-86,10
166,Magic Johnson (1985-86),1985-86,20
167,Magic Johnson (1985-86),1985-86,16
168,Magic Johnson (1985-86),1985-86,6
169,Magic Johnson (1985-86),1985-86,19
170,Magic Johnson (1985-86),1985-86,12
172,Magic Johnson (1985-86),1985-86,12
173,Magic Johnson (1985-86),1985-86,14
174,Magic Johnson (1985-86),1985-86,10
175,Magic Johnson (1985-86),1985-86,11
176,Magic Johnson (1985-86),1985-86,11
177,Magic Johnson (1985-86),1985-86,12
197,Magic Johnson (1985-86),1985-86,8
198,Magic Johnson (1985-86),1985-86,6
226,Magic Johnson (1985-86),1985-86,15
217,Magic Johnson (1985-86),1985-86,15
219,Magic Johnson (1985-86),1985-86,8
220,Magic Johnson (1985-86),1985-86,17
222,Magic Johnson (1985-86),1985-86,13
223,Magic Johnson (1985-86),1985-86,14
224,Magic Johnson (1985-86),1985-86,18
225,Magic Johnson (1985-86),1985-86,20
227,Magic Johnson (1985-86),1985-86,14
228,Magic Johnson (1985-86),1985-86,12
229,Magic Johnson (1985-86),1985-86,10
230,Magic Johnson (1985-86),1985-86,12
231,Magic Johnson (1985-86),1985-86,12
232,Magic Johnson (1985-86),1985-86,8
233,Magic Johnson (1985-86),1985-86,13
234,Magic Johnson (1985-86),1985-86,12
200,Magic Johnson (1985-86),1985-86,18
218,Magic Johnson (1985-86),1985-86,14
221,Magic Johnson (1985-86),1985-86,17
216,Magic Johnson (1985-86),1985-86,20
208,Magic Johnson (1985-86),1985-86,13
201,Magic Johnson (1985-86),1985-86,19
202,Magic Johnson (1985-86),1985-86,16
203,Magic Johnson (1985-86),1985-86,11
204,Magic Johnson (1985-86),1985-86,16
205,Magic Johnson (1985-86),1985-86,17
215,Magic Johnson (1985-86),1985-86,5
207,Magic Johnson (1985-86),1985-86,12
206,Magic Johnson (1985-86),1985-86,4
209,Magic Johnson (1985-86),1985-86,9
210,Magic Johnson (1985-86),1985-86,13
211,Magic Johnson (1985-86),1985-86,14
212,Magic Johnson (1985-86),1985-86,8
213,Magic Johnson (1985-86),1985-86,12
214,Magic Johnson (1985-86),1985-86,15
104,Isiah Thomas (1984-85),1984-85,11
112,Isiah Thomas (1984-85),1984-85,25
105,Isiah Thomas (1984-85),1984-85,15
106,Isiah Thomas (1984-85),1984-85,11
107,Isiah Thomas (1984-85),1984-85,17
108,Isiah Thomas (1984-85),1984-85,12
109,Isiah Thomas (1984-85),1984-85,17
110,Isiah Thomas (1984-85),1984-85,9
111,Isiah Thomas (1984-85),1984-85,14
122,Isiah Thomas (1984-85),1984-85,19
113,Isiah Thomas (1984-85),1984-85,9
114,Isiah Thomas (1984-85),1984-85,24
115,Isiah Thomas (1984-85),1984-85,12
116,Isiah Thomas (1984-85),1984-85,12
117,Isiah Thomas (1984-85),1984-85,16
118,Isiah Thomas (1984-85),1984-85,18
119,Isiah Thomas (1984-85),1984-85,19
120,Isiah Thomas (1984-85),1984-85,17
102,Isiah Thomas (1984-85),1984-85,15
103,Isiah Thomas (1984-85),1984-85,9
85,Isiah Thomas (1984-85),1984-85,19
101,Isiah Thomas (1984-85),1984-85,16
100,Isiah Thomas (1984-85),1984-85,20
83,Isiah Thomas (1984-85),1984-85,21
84,Isiah Thomas (1984-85),1984-85,16
86,Isiah Thomas (1984-85),1984-85,14
82,Isiah Thomas (1984-85),1984-85,13
87,Isiah Thomas (1984-85),1984-85,7
88,Isiah Thomas (1984-85),1984-85,20
89,Isiah Thomas (1984-85),1984-85,17
90,Isiah Thomas (1984-85),1984-85,11
91,Isiah Thomas (1984-85),1984-85,15
92,Isiah Thomas (1984-85),1984-85,15
93,Isiah Thomas (1984-85),1984-85,14
94,Isiah Thomas (1984-85),1984-85,15
95,Isiah Thomas (1984-85),1984-85,19
96,Isiah Thomas (1984-85),1984-85,18
97,Isiah Thomas (1984-85),1984-85,13
98,Isiah Thomas (1984-85),1984-85,13
99,Isiah Thomas (1984-85),1984-85,11
121,Isiah Thomas (1984-85),1984-85,16
158,Isiah Thomas (1984-85),1984-85,9
123,Isiah Thomas (1984-85),1984-85,20
143,Isiah Thomas (1984-85),1984-85,7
145,Isiah Thomas (1984-85),1984-85,9
146,Isiah Thomas (1984-85),1984-85,9
147,Isiah Thomas (1984-85),1984-85,10
148,Isiah Thomas (1984-85),1984-85,10
149,Isiah Thomas (1984-85),1984-85,6
150,Isiah Thomas (1984-85),1984-85,12
151,Isiah Thomas (1984-85),1984-85,13
153,Isiah Thomas (1984-85),1984-85,7
154,Isiah Thomas (1984-85),1984-85,14
155,Isiah Thomas (1984-85),1984-85,15
156,Isiah Thomas (1984-85),1984-85,10
157,Isiah Thomas (1984-85),1984-85,11
159,Isiah Thomas (1984-85),1984-85,9
160,Isiah Thomas (1984-85),1984-85,12
161,Isiah Thomas (1984-85),1984-85,16
162,Isiah Thomas (1984-85),1984-85,11
124,Isiah Thomas (1984-85),1984-85,12
144,Isiah Thomas (1984-85),1984-85,10
152,Isiah Thomas (1984-85),1984-85,16
142,Isiah Thomas (1984-85),1984-85,17
133,Isiah Thomas (1984-85),1984-85,17
141,Isiah Thomas (1984-85),1984-85,9
126,Isiah Thomas (1984-85),1984-85,20
127,Isiah Thomas (1984-85),1984-85,8
128,Isiah Thomas (1984-85),1984-85,17
129,Isiah Thomas (1984-85),1984-85,13
130,Isiah Thomas (1984-85),1984-85,12
131,Isiah Thomas (1984-85),1984-85,13
132,Isiah Thomas (1984-85),1984-85,15
125,Isiah Thomas (1984-85),1984-85,15
134,Isiah Thomas (1984-85),1984-85,9
135,Isiah Thomas (1984-85),1984-85,11
136,Isiah Thomas (1984-85),1984-85,21
137,Isiah Thomas (1984-85),1984-85,11
138,Isiah Thomas (1984-85),1984-85,15
139,Isiah Thomas (1984-85),1984-85,15
140,Isiah Thomas (1984-85),1984-85,13
31,Isiah Thomas (1983-84),1983-84,13
23,Isiah Thomas (1983-84),1983-84,10
24,Isiah Thomas (1983-84),1983-84,12
25,Isiah Thomas (1983-84),1983-84,20
26,Isiah Thomas (1983-84),1983-84,10
27,Isiah Thomas (1983-84),1983-84,11
28,Isiah Thomas (1983-84),1983-84,8
29,Isiah Thomas (1983-84),1983-84,6
30,Isiah Thomas (1983-84),1983-84,5
34,Isiah Thomas (1983-84),1983-84,13
32,Isiah Thomas (1983-84),1983-84,7
33,Isiah Thomas (1983-84),1983-84,12
21,Isiah Thomas (1983-84),1983-84,12
35,Isiah Thomas (1983-84),1983-84,14
36,Isiah Thomas (1983-84),1983-84,11
37,Isiah Thomas (1983-84),1983-84,17
38,Isiah Thomas (1983-84),1983-84,16
39,Isiah Thomas (1983-84),1983-84,10
22,Isiah Thomas (1983-84),1983-84,14
41,Isiah Thomas (1983-84),1983-84,9
20,Isiah Thomas (1983-84),1983-84,15
19,Isiah Thomas (1983-84),1983-84,16
2,Isiah Thomas (1983-84),1983-84,10
3,Isiah Thomas (1983-84),1983-84,16
4,Isiah Thomas (1983-84),1983-84,8
5,Isiah Thomas (1983-84),1983-84,10
6,Isiah Thomas (1983-84),1983-84,15
7,Isiah Thomas (1983-84),1983-84,11
8,Isiah Thomas (1983-84),1983-84,11
9,Isiah Thomas (1983-84),1983-84,16
10,Isiah Thomas (1983-84),1983-84,12
11,Isiah Thomas (1983-84),1983-84,11
12,Isiah Thomas (1983-84),1983-84,13
13,Isiah Thomas (1983-84),1983-84,16
14,Isiah Thomas (1983-84),1983-84,6
15,Isiah Thomas (1983-84),1983-84,15
16,Isiah Thomas (1983-84),1983-84,14
17,Isiah Thomas (1983-84),1983-84,10
18,Isiah Thomas (1983-84),1983-84,9
40,Isiah Thomas (1983-84),1983-84,10
1,Isiah Thomas (1983-84),1983-84,11
42,Isiah Thomas (1983-84),1983-84,10
63,Isiah Thomas (1983-84),1983-84,9
65,Isiah Thomas (1983-84),1983-84,11
66,Isiah Thomas (1983-84),1983-84,6
67,Isiah Thomas (1983-84),1983-84,15
68,Isiah Thomas (1983-84),1983-84,6
69,Isiah Thomas (1983-84),1983-84,12
70,Isiah Thomas (1983-84),1983-84,8
71,Isiah Thomas (1983-84),1983-84,18
72,Isiah Thomas (1983-84),1983-84,8
73,Isiah Thomas (1983-84),1983-84,11
74,Isiah Thomas (1983-84),1983-84,5
75,Isiah Thomas (1983-84),1983-84,8
76,Isiah Thomas (1983-84),1983-84,10
77,Isiah Thomas (1983-84),1983-84,12
78,Isiah Thomas (1983-84),1983-84,6
79,Isiah Thomas (1983-84),1983-84,10
80,Isiah Thomas (1983-84),1983-84,9
81,Isiah Thomas (1983-84),1983-84,5
64,Isiah Thomas (1983-84),1983-84,10
62,Isiah Thomas (1983-84),1983-84,9
43,Isiah Thomas (1983-84),1983-84,8
61,Isiah Thomas (1983-84),1983-84,9
44,Isiah Thomas (1983-84),1983-84,6
45,Isiah Thomas (1983-84),1983-84,13
46,Isiah Thomas (1983-84),1983-84,15
47,Isiah Thomas (1983-84),1983-84,12
48,Isiah Thomas (1983-84),1983-84,10
49,Isiah Thomas (1983-84),1983-84,13
50,Isiah Thomas (1983-84),1983-84,12
51,Isiah Thomas (1983-84),1983-84,13
52,Isiah Thomas (1983-84),1983-84,14
53,Isiah Thomas (1983-84),1983-84,13
54,Isiah Thomas (1983-84),1983-84,15
55,Isiah Thomas (1983-84),1983-84,7
56,Isiah Thomas (1983-84),1983-84,10
57,Isiah Thomas (1983-84),1983-84,6
58,Isiah Thomas (1983-84),1983-84,12
59,Isiah Thomas (1983-84),1983-84,17
60,Isiah Thomas (1983-84),1983-84,9
0,Isiah Thomas (1983-84),1983-84,17
